id,y
0.0,71.0
1.0,73.0
2.0,66.0
3.0,55.0
4.0,67.0
5.0,75.0
6.0,67.0
7.0,87.0
8.0,70.0
9.0,65.0
10.0,69.0
11.0,68.0
12.0,72.0
13.0,87.0
14.0,52.0
15.0,85.0
16.0,72.0
17.0,87.0
18.0,68.0
19.0,85.0
20.0,71.0
21.0,62.0
22.0,81.0
23.0,68.0
24.0,61.0
25.0,75.0
26.0,77.0
27.0,74.0
28.0,69.0
29.0,78.0
30.0,67.0
31.0,77.0
32.0,76.0
33.0,81.0
34.0,69.0
35.0,67.0
36.0,82.0
37.0,72.0
38.0,57.0
39.0,46.0
40.0,83.0
41.0,53.0
42.0,74.0
43.0,85.0
44.0,70.0
45.0,73.0
46.0,83.0
47.0,58.0
48.0,77.0
49.0,77.0
50.0,71.0
51.0,58.0
52.0,75.0
53.0,75.0
54.0,59.0
55.0,80.0
56.0,55.0
57.0,67.0
58.0,78.0
59.0,68.0
60.0,71.0
61.0,69.0
62.0,72.0
63.0,72.0
64.0,79.0
65.0,70.0
66.0,76.0
67.0,70.0
68.0,65.0
69.0,63.0
70.0,86.0
71.0,80.0
72.0,80.0
73.0,60.0
74.0,69.0
75.0,74.0
76.0,79.0
77.0,67.0
78.0,71.0
79.0,68.0
80.0,89.0
81.0,86.0
82.0,56.0
83.0,71.0
84.0,55.0
85.0,54.0
86.0,76.0
87.0,63.0
88.0,73.0
89.0,81.0
90.0,74.0
91.0,64.0
92.0,72.0
93.0,62.0
94.0,53.0
95.0,77.0
96.0,81.0
97.0,84.0
98.0,72.0
99.0,77.0
100.0,82.0
101.0,73.0
102.0,72.0
103.0,70.0
104.0,84.0
105.0,74.0
106.0,70.0
107.0,71.0
108.0,67.0
109.0,78.0
110.0,64.0
111.0,80.0
112.0,70.0
113.0,90.0
114.0,65.0
115.0,69.0
116.0,74.0
117.0,55.0
118.0,46.0
119.0,69.0
120.0,63.0
121.0,80.0
122.0,71.0
123.0,73.0
124.0,75.0
125.0,67.0
126.0,62.0
127.0,67.0
128.0,73.0
129.0,67.0
130.0,75.0
131.0,79.0
132.0,63.0
133.0,74.0
134.0,57.0
135.0,78.0
136.0,71.0
137.0,79.0
138.0,56.0
139.0,69.0
140.0,80.0
141.0,65.0
142.0,51.0
143.0,47.0
144.0,82.0
145.0,89.0
146.0,69.0
147.0,63.0
148.0,55.0
149.0,77.0
150.0,63.0
151.0,63.0
152.0,79.0
153.0,63.0
154.0,72.0
155.0,70.0
156.0,69.0
157.0,76.0
158.0,87.0
159.0,65.0
160.0,65.0
161.0,69.0
162.0,75.0
163.0,66.0
164.0,65.0
165.0,67.0
166.0,73.0
167.0,85.0
168.0,49.0
169.0,68.0
170.0,49.0
171.0,71.0
172.0,83.0
173.0,76.0
174.0,71.0
175.0,87.0
176.0,67.0
177.0,61.0
178.0,95.0
179.0,64.0
180.0,78.0
181.0,79.0
182.0,72.0
183.0,57.0
184.0,70.0
185.0,70.0
186.0,67.0
187.0,75.0
188.0,74.0
189.0,79.0
190.0,63.0
191.0,73.0
192.0,74.0
193.0,63.0
194.0,86.0
195.0,78.0
196.0,46.0
197.0,71.0
198.0,61.0
199.0,54.0
200.0,74.0
201.0,60.0
202.0,76.0
203.0,64.0
204.0,55.0
205.0,51.0
206.0,77.0
207.0,75.0
208.0,81.0
209.0,69.0
210.0,63.0
211.0,74.0
212.0,75.0
213.0,71.0
214.0,48.0
215.0,87.0
216.0,70.0
217.0,67.0
218.0,78.0
219.0,62.0
220.0,61.0
221.0,83.0
222.0,73.0
223.0,68.0
224.0,55.0
225.0,74.0
226.0,82.0
227.0,65.0
228.0,71.0
229.0,63.0
230.0,67.0
231.0,78.0
232.0,82.0
233.0,66.0
234.0,57.0
235.0,66.0
236.0,79.0
237.0,51.0
238.0,63.0
239.0,76.0
240.0,67.0
241.0,52.0
242.0,69.0
243.0,71.0
244.0,71.0
245.0,68.0
246.0,58.0
247.0,69.0
248.0,78.0
249.0,69.0
250.0,87.0
251.0,70.0
252.0,75.0
253.0,68.0
254.0,73.0
255.0,75.0
256.0,67.0
257.0,79.0
258.0,73.0
259.0,69.0
260.0,71.0
261.0,69.0
262.0,75.0
263.0,86.0
264.0,57.0
265.0,69.0
266.0,65.0
267.0,66.0
268.0,71.0
269.0,81.0
270.0,68.0
271.0,59.0
272.0,53.0
273.0,57.0
274.0,79.0
275.0,65.0
276.0,70.0
277.0,67.0
278.0,72.0
279.0,75.0
280.0,72.0
281.0,77.0
282.0,66.0
283.0,49.0
284.0,55.0
285.0,65.0
286.0,74.0
287.0,72.0
288.0,95.0
289.0,49.0
290.0,71.0
291.0,75.0
292.0,66.0
293.0,53.0
294.0,76.0
295.0,72.0
296.0,42.0
297.0,81.0
298.0,84.0
299.0,49.0
300.0,74.0
301.0,71.0
302.0,66.0
303.0,70.0
304.0,70.0
305.0,72.0
306.0,51.0
307.0,69.0
308.0,78.0
309.0,77.0
310.0,67.0
311.0,70.0
312.0,67.0
313.0,70.0
314.0,50.0
315.0,86.0
316.0,73.0
317.0,66.0
318.0,80.0
319.0,70.0
320.0,73.0
321.0,66.0
322.0,46.0
323.0,44.0
324.0,56.0
325.0,71.0
326.0,70.0
327.0,79.0
328.0,66.0
329.0,45.0
330.0,48.0
331.0,61.0
332.0,78.0
333.0,58.0
334.0,75.0
335.0,73.0
336.0,71.0
337.0,62.0
338.0,52.0
339.0,75.0
340.0,86.0
341.0,56.0
342.0,67.0
343.0,74.0
344.0,49.0
345.0,76.0
346.0,65.0
347.0,83.0
348.0,70.0
349.0,77.0
350.0,68.0
351.0,65.0
352.0,60.0
353.0,71.0
354.0,70.0
355.0,69.0
356.0,69.0
357.0,68.0
358.0,69.0
359.0,55.0
360.0,61.0
361.0,78.0
362.0,75.0
363.0,74.0
364.0,74.0
365.0,86.0
366.0,59.0
367.0,59.0
368.0,68.0
369.0,62.0
370.0,50.0
371.0,75.0
372.0,72.0
373.0,79.0
374.0,77.0
375.0,66.0
376.0,67.0
377.0,88.0
378.0,64.0
379.0,75.0
380.0,67.0
381.0,70.0
382.0,73.0
383.0,63.0
384.0,70.0
385.0,60.0
386.0,85.0
387.0,65.0
388.0,76.0
389.0,77.0
390.0,73.0
391.0,68.0
392.0,75.0
393.0,81.0
394.0,75.0
395.0,71.0
396.0,69.0
397.0,76.0
398.0,72.0
399.0,81.0
400.0,72.0
401.0,58.0
402.0,66.0
403.0,72.0
404.0,81.0
405.0,81.0
406.0,66.0
407.0,46.0
408.0,53.0
409.0,70.0
410.0,79.0
411.0,73.0
412.0,55.0
413.0,81.0
414.0,78.0
415.0,81.0
416.0,77.0
417.0,67.0
418.0,77.0
419.0,64.0
420.0,72.0
421.0,70.0
422.0,76.0
423.0,55.0
424.0,75.0
425.0,69.0
426.0,46.0
427.0,85.0
428.0,78.0
429.0,75.0
430.0,74.0
431.0,62.0
432.0,66.0
433.0,74.0
434.0,70.0
435.0,76.0
436.0,70.0
437.0,63.0
438.0,66.0
439.0,68.0
440.0,68.0
441.0,66.0
442.0,72.0
443.0,68.0
444.0,83.0
445.0,58.0
446.0,77.0
447.0,60.0
448.0,72.0
449.0,83.0
450.0,88.0
451.0,58.0
452.0,82.0
453.0,56.0
454.0,69.0
455.0,79.0
456.0,64.0
457.0,65.0
458.0,75.0
459.0,72.0
460.0,72.0
461.0,68.0
462.0,84.0
463.0,71.0
464.0,75.0
465.0,52.0
466.0,66.0
467.0,68.0
468.0,86.0
469.0,86.0
470.0,64.0
471.0,49.0
472.0,60.0
473.0,73.0
474.0,57.0
475.0,56.0
476.0,78.0
477.0,70.0
478.0,79.0
479.0,76.0
480.0,74.0
481.0,72.0
482.0,63.0
483.0,69.0
484.0,61.0
485.0,73.0
486.0,58.0
487.0,97.0
488.0,67.0
489.0,79.0
490.0,70.0
491.0,57.0
492.0,72.0
493.0,65.0
494.0,77.0
495.0,68.0
496.0,74.0
497.0,54.0
498.0,84.0
499.0,64.0
500.0,67.0
501.0,59.0
502.0,66.0
503.0,62.0
504.0,67.0
505.0,74.0
506.0,71.0
507.0,59.0
508.0,82.0
509.0,68.0
510.0,53.0
511.0,75.0
512.0,50.0
513.0,67.0
514.0,70.0
515.0,67.0
516.0,68.0
517.0,66.0
518.0,80.0
519.0,65.0
520.0,56.0
521.0,56.0
522.0,69.0
523.0,60.0
524.0,83.0
525.0,79.0
526.0,74.0
527.0,45.0
528.0,62.0
529.0,66.0
530.0,71.0
531.0,68.0
532.0,83.0
533.0,73.0
534.0,68.0
535.0,68.0
536.0,45.0
537.0,73.0
538.0,77.0
539.0,67.0
540.0,73.0
541.0,89.0
542.0,66.0
543.0,73.0
544.0,84.0
545.0,69.0
546.0,66.0
547.0,69.0
548.0,80.0
549.0,68.0
550.0,81.0
551.0,69.0
552.0,58.0
553.0,70.0
554.0,83.0
555.0,76.0
556.0,62.0
557.0,80.0
558.0,72.0
559.0,68.0
560.0,73.0
561.0,74.0
562.0,73.0
563.0,64.0
564.0,81.0
565.0,92.0
566.0,64.0
567.0,74.0
568.0,64.0
569.0,57.0
570.0,83.0
571.0,57.0
572.0,75.0
573.0,67.0
574.0,69.0
575.0,66.0
576.0,78.0
577.0,75.0
578.0,54.0
579.0,68.0
580.0,81.0
581.0,65.0
582.0,68.0
583.0,62.0
584.0,66.0
585.0,84.0
586.0,63.0
587.0,58.0
588.0,61.0
589.0,68.0
590.0,67.0
591.0,70.0
592.0,73.0
593.0,78.0
594.0,63.0
595.0,63.0
596.0,44.0
597.0,61.0
598.0,84.0
599.0,66.0
600.0,94.0
601.0,61.0
602.0,59.0
603.0,74.0
604.0,75.0
605.0,79.0
606.0,49.0
607.0,74.0
608.0,75.0
609.0,70.0
610.0,68.0
611.0,86.0
612.0,70.0
613.0,69.0
614.0,54.0
615.0,78.0
616.0,75.0
617.0,70.0
618.0,73.0
619.0,70.0
620.0,78.0
621.0,60.0
622.0,72.0
623.0,74.0
624.0,50.0
625.0,76.0
626.0,69.0
627.0,44.0
628.0,83.0
629.0,65.0
630.0,56.0
631.0,56.0
632.0,80.0
633.0,78.0
634.0,65.0
635.0,73.0
636.0,74.0
637.0,66.0
638.0,92.0
639.0,52.0
640.0,68.0
641.0,83.0
642.0,82.0
643.0,67.0
644.0,66.0
645.0,81.0
646.0,69.0
647.0,70.0
648.0,65.0
649.0,66.0
650.0,73.0
651.0,62.0
652.0,87.0
653.0,79.0
654.0,72.0
655.0,77.0
656.0,65.0
657.0,62.0
658.0,60.0
659.0,42.0
660.0,67.0
661.0,83.0
662.0,72.0
663.0,55.0
664.0,72.0
665.0,83.0
666.0,64.0
667.0,68.0
668.0,51.0
669.0,81.0
670.0,50.0
671.0,51.0
672.0,67.0
673.0,89.0
674.0,88.0
675.0,73.0
676.0,78.0
677.0,73.0
678.0,70.0
679.0,69.0
680.0,83.0
681.0,66.0
682.0,80.0
683.0,66.0
684.0,85.0
685.0,77.0
686.0,62.0
687.0,71.0
688.0,85.0
689.0,69.0
690.0,70.0
691.0,51.0
692.0,75.0
693.0,90.0
694.0,77.0
695.0,73.0
696.0,74.0
697.0,85.0
698.0,81.0
699.0,64.0
700.0,69.0
701.0,74.0
702.0,49.0
703.0,80.0
704.0,60.0
705.0,81.0
706.0,76.0
707.0,52.0
708.0,67.0
709.0,60.0
710.0,82.0
711.0,56.0
712.0,43.0
713.0,85.0
714.0,67.0
715.0,72.0
716.0,75.0
717.0,73.0
718.0,74.0
719.0,70.0
720.0,62.0
721.0,53.0
722.0,82.0
723.0,74.0
724.0,78.0
725.0,85.0
726.0,71.0
727.0,81.0
728.0,69.0
729.0,76.0
730.0,77.0
731.0,68.0
732.0,48.0
733.0,63.0
734.0,89.0
735.0,66.0
736.0,87.0
737.0,88.0
738.0,60.0
739.0,48.0
740.0,63.0
741.0,60.0
742.0,49.0
743.0,62.0
744.0,59.0
745.0,77.0
746.0,81.0
747.0,66.0
748.0,65.0
749.0,76.0
750.0,82.0
751.0,81.0
752.0,69.0
753.0,84.0
754.0,65.0
755.0,67.0
756.0,62.0
757.0,67.0
758.0,70.0
759.0,62.0
760.0,72.0
761.0,74.0
762.0,68.0
763.0,56.0
764.0,81.0
765.0,80.0
766.0,71.0
767.0,55.0
768.0,68.0
769.0,82.0
770.0,84.0
771.0,67.0
772.0,77.0
773.0,73.0
774.0,77.0
775.0,82.0
776.0,74.0
777.0,88.0
778.0,84.0
779.0,71.0
780.0,85.0
781.0,65.0
782.0,73.0
783.0,70.0
784.0,75.0
785.0,61.0
786.0,76.0
787.0,57.0
788.0,71.0
789.0,66.0
790.0,74.0
791.0,54.0
792.0,75.0
793.0,64.0
794.0,83.0
795.0,68.0
796.0,66.0
797.0,59.0
798.0,86.0
799.0,67.0
800.0,67.0
801.0,59.0
802.0,56.0
803.0,84.0
804.0,61.0
805.0,79.0
806.0,72.0
807.0,51.0
808.0,79.0
809.0,56.0
810.0,73.0
811.0,69.0
812.0,78.0
813.0,62.0
814.0,59.0
815.0,71.0
816.0,73.0
817.0,77.0
818.0,76.0
819.0,73.0
820.0,92.0
821.0,73.0
822.0,74.0
823.0,86.0
824.0,73.0
825.0,70.0
826.0,55.0
827.0,75.0
828.0,62.0
829.0,58.0
830.0,78.0
831.0,65.0
832.0,78.0
833.0,71.0
834.0,68.0
835.0,87.0
836.0,80.0
837.0,67.0
838.0,75.0
839.0,73.0
840.0,70.0
841.0,63.0
842.0,75.0
843.0,80.0
844.0,75.0
845.0,73.0
846.0,88.0
847.0,61.0
848.0,78.0
849.0,52.0
850.0,76.0
851.0,58.0
852.0,79.0
853.0,84.0
854.0,71.0
855.0,74.0
856.0,75.0
857.0,65.0
858.0,78.0
859.0,67.0
860.0,70.0
861.0,63.0
862.0,65.0
863.0,74.0
864.0,81.0
865.0,71.0
866.0,64.0
867.0,75.0
868.0,68.0
869.0,67.0
870.0,81.0
871.0,53.0
872.0,70.0
873.0,76.0
874.0,74.0
875.0,56.0
876.0,52.0
877.0,59.0
878.0,71.0
879.0,75.0
880.0,52.0
881.0,82.0
882.0,72.0
883.0,67.0
884.0,56.0
885.0,67.0
886.0,71.0
887.0,63.0
888.0,74.0
889.0,72.0
890.0,50.0
891.0,73.0
892.0,72.0
893.0,82.0
894.0,79.0
895.0,68.0
896.0,65.0
897.0,48.0
898.0,62.0
899.0,67.0
900.0,78.0
901.0,79.0
902.0,77.0
903.0,79.0
904.0,77.0
905.0,61.0
906.0,80.0
907.0,66.0
908.0,49.0
909.0,82.0
910.0,63.0
911.0,62.0
912.0,64.0
913.0,68.0
914.0,67.0
915.0,61.0
916.0,60.0
917.0,70.0
918.0,89.0
919.0,52.0
920.0,61.0
921.0,79.0
922.0,58.0
923.0,76.0
924.0,61.0
925.0,69.0
926.0,74.0
927.0,65.0
928.0,72.0
929.0,84.0
930.0,65.0
931.0,61.0
932.0,52.0
933.0,94.0
934.0,83.0
935.0,84.0
936.0,70.0
937.0,61.0
938.0,65.0
939.0,69.0
940.0,58.0
941.0,50.0
942.0,78.0
943.0,58.0
944.0,73.0
945.0,72.0
946.0,75.0
947.0,72.0
948.0,45.0
949.0,57.0
950.0,69.0
951.0,71.0
952.0,60.0
953.0,67.0
954.0,76.0
955.0,80.0
956.0,57.0
957.0,67.0
958.0,69.0
959.0,61.0
960.0,69.0
961.0,55.0
962.0,82.0
963.0,73.0
964.0,66.0
965.0,62.0
966.0,74.0
967.0,69.0
968.0,74.0
969.0,69.0
970.0,66.0
971.0,77.0
972.0,75.0
973.0,65.0
974.0,69.0
975.0,76.0
976.0,53.0
977.0,85.0
978.0,87.0
979.0,73.0
980.0,67.0
981.0,49.0
982.0,75.0
983.0,68.0
984.0,65.0
985.0,62.0
986.0,79.0
987.0,87.0
988.0,77.0
989.0,66.0
990.0,62.0
991.0,64.0
992.0,69.0
993.0,59.0
994.0,60.0
995.0,65.0
996.0,56.0
997.0,82.0
998.0,57.0
999.0,87.0
1000.0,77.0
1001.0,76.0
1002.0,60.0
1003.0,67.0
1004.0,91.0
1005.0,63.0
1006.0,71.0
1007.0,62.0
1008.0,86.0
1009.0,78.0
1010.0,76.0
1011.0,64.0
1012.0,64.0
1013.0,77.0
1014.0,56.0
1015.0,75.0
1016.0,63.0
1017.0,83.0
1018.0,77.0
1019.0,72.0
1020.0,69.0
1021.0,76.0
1022.0,60.0
1023.0,77.0
1024.0,55.0
1025.0,73.0
1026.0,82.0
1027.0,78.0
1028.0,69.0
1029.0,60.0
1030.0,78.0
1031.0,87.0
1032.0,68.0
1033.0,67.0
1034.0,77.0
1035.0,79.0
1036.0,62.0
1037.0,72.0
1038.0,72.0
1039.0,58.0
1040.0,97.0
1041.0,54.0
1042.0,68.0
1043.0,82.0
1044.0,67.0
1045.0,60.0
1046.0,70.0
1047.0,50.0
1048.0,60.0
1049.0,66.0
1050.0,64.0
1051.0,61.0
1052.0,79.0
1053.0,81.0
1054.0,52.0
1055.0,68.0
1056.0,61.0
1057.0,65.0
1058.0,78.0
1059.0,95.0
1060.0,58.0
1061.0,81.0
1062.0,70.0
1063.0,66.0
1064.0,86.0
1065.0,80.0
1066.0,66.0
1067.0,59.0
1068.0,51.0
1069.0,55.0
1070.0,48.0
1071.0,77.0
1072.0,73.0
1073.0,75.0
1074.0,50.0
1075.0,55.0
1076.0,65.0
1077.0,63.0
1078.0,80.0
1079.0,70.0
1080.0,54.0
1081.0,71.0
1082.0,89.0
1083.0,75.0
1084.0,73.0
1085.0,79.0
1086.0,75.0
1087.0,65.0
1088.0,81.0
1089.0,77.0
1090.0,82.0
1091.0,68.0
1092.0,64.0
1093.0,78.0
1094.0,47.0
1095.0,66.0
1096.0,72.0
1097.0,68.0
1098.0,70.0
1099.0,76.0
1100.0,83.0
1101.0,60.0
1102.0,79.0
1103.0,74.0
1104.0,54.0
1105.0,68.0
1106.0,60.0
1107.0,58.0
1108.0,66.0
1109.0,74.0
1110.0,62.0
1111.0,83.0
1112.0,59.0
1113.0,74.0
1114.0,77.0
1115.0,69.0
1116.0,76.0
1117.0,69.0
1118.0,79.0
1119.0,82.0
1120.0,74.0
1121.0,59.0
1122.0,73.0
1123.0,63.0
1124.0,72.0
1125.0,63.0
1126.0,86.0
1127.0,55.0
1128.0,78.0
1129.0,85.0
1130.0,79.0
1131.0,72.0
1132.0,75.0
1133.0,81.0
1134.0,58.0
1135.0,76.0
1136.0,55.0
1137.0,78.0
1138.0,80.0
1139.0,69.0
1140.0,73.0
1141.0,75.0
1142.0,48.0
1143.0,48.0
1144.0,63.0
1145.0,64.0
1146.0,63.0
1147.0,72.0
1148.0,72.0
1149.0,72.0
1150.0,68.0
1151.0,75.0
1152.0,55.0
1153.0,79.0
1154.0,68.0
1155.0,76.0
1156.0,63.0
1157.0,71.0
1158.0,76.0
1159.0,57.0
1160.0,78.0
1161.0,67.0
1162.0,72.0
1163.0,75.0
1164.0,73.0
1165.0,65.0
1166.0,53.0
1167.0,54.0
1168.0,72.0
1169.0,75.0
1170.0,64.0
1171.0,72.0
1172.0,71.0
1173.0,69.0
1174.0,71.0
1175.0,51.0
1176.0,65.0
1177.0,66.0
1178.0,71.0
1179.0,53.0
1180.0,69.0
1181.0,63.0
1182.0,88.0
1183.0,86.0
1184.0,64.0
1185.0,69.0
1186.0,54.0
1187.0,67.0
1188.0,82.0
1189.0,58.0
1190.0,68.0
1191.0,58.0
1192.0,73.0
1193.0,64.0
1194.0,66.0
1195.0,64.0
1196.0,82.0
1197.0,78.0
1198.0,80.0
1199.0,45.0
1200.0,70.0
1201.0,48.0
1202.0,84.0
1203.0,51.0
1204.0,59.0
1205.0,63.0
1206.0,72.0
1207.0,67.0
1208.0,48.0
1209.0,82.0
1210.0,76.0
1211.0,81.0
